section,runtime_id,ar,en,ur,tr,ug
tpl,t1pd24v1,اذكر مثالًا على الإحسان مع والديك,Give an example of kindness to your parents,اپنے والدین کے ساتھ حسن سلوک کی ایک مثال بتائیں,Ebeveynlerine iyilik yapmaktan bir örnek ver,ئاتا-ئاناڭىزغا ياخشىلىق قىلىشتىن بىر مىسال كۆرسىتىڭ
tpl,t1kofafz,كيف نتعامل مع اليتيم بعد هذه السورة؟,How should we treat the orphan after this surah?,اس سورت کے بعد ہم یتیم کے ساتھ کیسا سلوک کریں؟,Bu sureden sonra yetime nasıl davranmalıyız?,بۇ سۈرىدىن كېيىن يېتىمگە قانداق مۇئامىلە قىلىشىمىز كېرەك؟
tpl,tmfv4yr,ما جزاء من أعطى واتقى وصدق بالحسنى؟,"What is the reward of one who gives, is God-fearing, and believes in the best reward?",جو دیتا ہے، تقویٰ اختیار کرتا ہے اور بھلائی کی تصدیق کرتا ہے، اس کا صلہ کیا ہے؟,"Veren, sakınan ve en güzeli tasdik edenin mükâfatı nedir?",بەرگۈچى، تەقۋادار بولغۇچى ۋە ئەڭ ياخشىسىنى تەستىقلىغۇچىنىڭ مۇكاپاتى نېمە؟
tpl,txzc01w,اذكر نعمتين ذكرتهما السورة من نعم الله علينا:,Mention two blessings of Allah upon us that the surah mentions:,سورت میں مذکور اللہ کی دو نعمتوں کا ذکر کریں جو ہم پر ہیں:,"Surede zikredilen, Allah'ın bize verdiği iki nimeti belirt:",سۈرىدە تىلغا ئېلىنغان، ئاللاھنىڭ بىزگە بەرگەن ئىككى نېمىتىنى كۆرسىتىڭ:
tpl,t1rfzkz2,ماذا حدث ليونس عليه السلام بعد هذا الدعاء؟,"What happened to Yunus, peace be upon him, after this supplication?",اس دعا کے بعد یونس علیہ السلام کے ساتھ کیا ہوا؟,Bu duadan sonra Yunus'a (a.s.) ne oldu?,بۇ دۇئادىن كېيىن يۇنۇس ئەلەيھىسسالامغا نېمە بولدى؟
tpl,tboa0wc,ما الدرس المستفاد من قصة يونس عليه السلام؟,"What is the lesson learned from the story of Yunus, peace be upon him?",یونس علیہ السلام کے واقعے سے کیا سبق ملتا ہے؟,Yunus'un (a.s.) kıssasından çıkarılan ders nedir?,يۇنۇس ئەلەيھىسسالام قىسسىسىدىن قانداق ئىبرەت ئالىمىز؟
tpl,td5ijmz,متى تنتهي ليلة القدر؟,When does Laylat al-Qadr end?,لیلۃ القدر کب ختم ہوتی ہے؟,Kadir Gecesi ne zaman sona erer?,قەدر كېچىسى قاچان ئاخىرلىشىدۇ؟
tpl,t1jtvwy9,(الذي) في الآية الثانية: اسم أم حرف؟,(الذي) in the second ayah: a noun or a particle?,دوسری آیت میں (الذي): اسم ہے یا حرف؟,İkinci ayetteki (الذي): isim mi harf mi?,ئىككىنچى ئايەتتىكى (الذي): ئات مۇ ياكى ھەرپ مۇ؟
tpl,tvb1fr0,ماذا يجب أن نفعل مع اليتيم والمسكين؟,What must we do for the orphan and the poor?,ہمیں یتیم اور مسکین کے ساتھ کیا کرنا چاہیے؟,Yetim ve fakire karşı ne yapmalıyız?,يېتىم ۋە موھتاجلارغا نېمە قىلىشىمىز كېرەك؟
tpl,t74qtaf,(ما) الاستفهامية في «وَمَا أَدْرَاكَ»: اسم أم حرف؟,The interrogative (ما) in «وَمَا أَدْرَاكَ»: a noun or a particle?,«وَمَا أَدْرَاكَ» میں استفہامیہ (ما): اسم ہے یا حرف؟,«وَمَا أَدْرَاكَ» ifadesindeki soru edatı (ما): isim mi harf mi?,«وَمَا أَدْرَاكَ» دىكى سوئال ھەرپى (ما): ئات مۇ ياكى ھەرپ مۇ؟
tpl,t1ocbugt,ما مصير الفجّار يوم الدين؟,What is the fate of the wicked on the Day of Judgment?,فاجروں کا انجام قیامت کے دن کیا ہوگا؟,Facirlerin Din Gününde akıbeti nedir?,گۇناھكارلارنىڭ قىيامەت كۈنىدىكى ئاقىۋىتى نېمە؟
tpl,tv5gf5a,بمن يرمز الكواكب والشمس والقمر في رؤيا يوسف؟,"Who do the planets, the sun, and the moon symbolize in Yusuf's dream?",یوسف علیہ السلام کے خواب میں ستارے، سورج اور چاند کس کی علامت ہیں؟,"Yusuf'un rüyasında gezegenler, güneş ve ay kimi simgeler?",يۇسۇفنىڭ چۈشىدە يۇلتۇزلار، قۇياش ۋە ئاي كىمنى بىلدۈرىدۇ؟
tpl,t6jvua0,صف مشاعر يعقوب عليه السلام تجاه رؤيا ابنه,"Describe Ya'qub's feelings, peace be upon him, toward his son's dream",یعقوب علیہ السلام کے اپنے بیٹے کے خواب کے بارے میں جذبات بیان کریں,Yakup'un (a.s.) oğlunun rüyasına karşı hislerini anlat,ياقۇپ ئەلەيھىسسالامنىڭ ئوغلىنىڭ چۈشىگە بولغان تۇيغۇلىرىنى بايان قىلىڭ
tpl,t1f4alrg,بم وعد الله أم موسى في آخر الآية؟,What did Allah promise Musa's mother at the end of the ayah?,آیت کے آخر میں اللہ نے موسیٰ علیہ السلام کی والدہ سے کیا وعدہ کیا؟,"Allah, ayetin sonunda Musa'nın annesine ne vaat etti?",ئاللاھ ئايەتنىڭ ئاخىرىدا مۇسانىڭ ئانىسىغا نېمە ۋەدە قىلدى؟
tpl,tbi7gpx,كيف كانت نهاية موسى في اليمّ بعد إلقائه؟,What was the outcome for Musa in the river after he was cast into it?,موسیٰ علیہ السلام کو دریا میں ڈالنے کے بعد ان کا انجام کیا ہوا؟,Musa nehre bırakıldıktan sonra sonu ne oldu?,مۇسا دەرياغا تاشلانغاندىن كېيىن ئاقىۋىتى قانداق بولدى؟
tpl,t1r6tih5,كيف عامل الإنسان اليتيم والمسكين كما ذمّته السورة؟,"How did man treat the orphan and the poor, as the surah condemns?",سورت میں مذمت کے مطابق انسان نے یتیم اور مسکین کے ساتھ کیسا سلوک کیا؟,Surede kınandığı gibi insan yetime ve fakire nasıl davrandı?,سۈرىدە ئەيىبلەنگەندەك، ئىنسان يېتىم ۋە موھتاجلارغا قانداق مۇئامىلە قىلدى؟
tpl,t186enuk,ما الحكمة من ذكر الليالي العشر والشفع والوتر؟,"What is the wisdom in mentioning the ten nights, the even, and the odd?",دس راتوں، جفت اور طاق کے ذکر میں کیا حکمت ہے؟,"On geceler, çift ve tekin zikredilmesindeki hikmet nedir?",ئون كېچە، جۈپ ۋە تاق نىڭ تىلغا ئېلىنىشىدىكى ھېكمەت نېمە؟
tpl,t159q6jl,من أي سورة هذه الآية؟,Which surah is this ayah from?,یہ آیت کس سورت کی ہے؟,Bu ayet hangi suredendir?,بۇ ئايەت قايسى سۈرىدىن؟
tpl,tzzr8bo,اذكر مراحل تمثيل النور في الآية (المشكاة، المصباح، ...),"List the stages of the light's imagery in the ayah (the niche, the lamp, ...)",آیت میں نور کی مثال کے مراحل بتائیں (طاق، چراغ، ...),"Ayette nurun temsilinin aşamalarını sırala (kandil yuvası, kandil, ...)",ئايەتتىكى نۇرنىڭ ئوخشىتىش باسقۇچلىرىنى كۆرسىتىڭ (تاقچا، چىراغ، ...)
tpl,t1shi84q,استمع إلى تلاوة الآيات من قارئ متقن، وقارنها بقراءتك ✓,"Listen to a skilled reciter recite the ayat, and compare it with your own recitation ✓",ماہر قاری سے آیات کی تلاوت سنیں اور اپنی قراءت سے موازنہ کریں ✓,Usta bir kâriden ayetlerin tilavetini dinle ve kendi okuyuşunla karşılaştır ✓,ماھىر قارىدىن ئايەتلەرنىڭ تىلاۋىتىنى ئاڭلاڭ ۋە ئۆز ئوقۇشىڭىز بىلەن سېلىشتۇرۇڭ ✓
tpl,tg3voav,ما الحكمة من بعثهم بعد نومهم الطويل؟,What is the wisdom in their being raised after their long sleep?,طویل نیند کے بعد انہیں اٹھانے میں کیا حکمت ہے؟,Uzun uykularından sonra diriltilmelerindeki hikmet nedir?,ئۇزۇن ئۇيقۇدىن كېيىن ئويغىتىلىشىدىكى ھېكمەت نېمە؟
tpl,t1kh5cys,لماذا اعترضت الملائكة على خلق آدم في البداية؟,Why did the angels object to the creation of Adam at first?,فرشتوں نے شروع میں آدم علیہ السلام کی تخلیق پر اعتراض کیوں کیا؟,Melekler başlangıçta Âdem'in yaratılışına neden itiraz etti?,پەرىشتىلەر باشتا ئادەمنىڭ يارىتىلىشىغا نېمىشقا ئېتىراز بىلدۈردى؟
tpl,t11vac21,ما موقف إبليس من أمر السجود؟,What was Iblis's stance regarding the command to prostrate?,سجدے کے حکم پر ابلیس کا موقف کیا تھا؟,İblis'in secde emri karşısındaki tutumu neydi?,ئىبلىسنىڭ سەجدە قىلىش بۇيرۇقىغا بولغان مۇنارىسى قانداق ئىدى؟
tpl,t1u123bl,من الذي أمر بإلقاء إبراهيم في النار؟,Who ordered Ibrahim to be thrown into the fire?,ابراہیم علیہ السلام کو آگ میں ڈالنے کا حکم کس نے دیا؟,İbrahim'in ateşe atılmasını kim emretti?,ئىبراھىمنى ئوتقا تاشلاشقا كىم بۇيرۇدى؟
tpl,t9sx4yf,ما معنى قول الله (فجعلناهم الأخسرين)؟,What does Allah's statement (فجعلناهم الأخسرين) mean?,اللہ کے قول (فجعلناهم الأخسرين) کا کیا مطلب ہے؟,Allah'ın (فجعلناهم الأخسرين) sözünün anlamı nedir?,ئاللاھنىڭ (فجعلناهم الأخسرين) دېگەن سۆزىنىڭ مەنىسى نېمە؟
tpl,t15g8cfy,من هي الملكة التي ذكرها الهدهد؟,Who is the queen that the hoopoe mentioned?,وہ ملکہ کون تھی جس کا ذکر ہدہد نے کیا؟,Hüdhüd'ün bahsettiği kraliçe kimdir?,ھۆپۈپ تىلغا ئالغان مەلىكە كىم؟
tpl,t63d3s6,ما اسم ملكة سبأ التي ورد ذكرها لاحقًا في السورة؟,What is the name of the Queen of Sheba mentioned later in the surah?,سورت میں بعد میں مذکور ملکہ سبا کا نام کیا ہے؟,Surede daha sonra bahsedilen Sebe kraliçesinin adı nedir?,سۈرىدە كېيىن تىلغا ئېلىنغان سەبە مەلىكىسىنىڭ ئىسمى نېمە؟
tpl,t99grfy,من الذي اختبر الله به جنود طالوت؟,With what did Allah test the soldiers of Talut?,اللہ نے طالوت کے لشکر کو کس چیز سے آزمایا؟,"Allah, Talut'un askerlerini neyle imtihan etti?",ئاللاھ تالۇتنىڭ ئەسكەرلىرىنى نېمە بىلەن سىنىدى؟
tpl,t71fh7h,ماذا أعطى الله داود عليه السلام بعد النصر؟,"What did Allah give Dawud, peace be upon him, after the victory?",فتح کے بعد اللہ نے داود علیہ السلام کو کیا عطا کیا؟,"Allah, zaferden sonra Davud'a (a.s.) ne verdi?",ئاللاھ غەلىبىدىن كېيىن داۋۇت ئەلەيھىسسالامغا نېمە ئاتا قىلدى؟
tpl,t6a8635,بمن نادى أيوب عليه السلام في محنته؟,"Whom did Ayyub, peace be upon him, call upon during his trial?",ایوب علیہ السلام نے اپنی آزمائش میں کسے پکارا؟,Eyyüp (a.s.) sıkıntısında kime seslendi?,ئەييۇب ئەلەيھىسسالام سىناقتا كىمگە نىدا قىلدى؟
tpl,tr2b9og,ما الدرس المستفاد من صبر أيوب عليه السلام؟,"What is the lesson learned from Ayyub's patience, peace be upon him?",ایوب علیہ السلام کے صبر سے کیا سبق ملتا ہے؟,Eyyüp'ün (a.s.) sabrından çıkarılan ders nedir?,ئەييۇب ئەلەيھىسسالامنىڭ سەۋرىدىن قانداق ئىبرەت ئالىمىز؟
tpl,t310j1a,ما اسم الغلام الذي بُشّر به زكريا؟,What is the name of the boy Zakariyya was given glad tidings of?,اس لڑکے کا نام کیا ہے جس کی بشارت زکریا علیہ السلام کو دی گئی؟,Zekeriyya'ya müjdelenen çocuğun adı nedir?,زەكەرىيياغا خۇش خەۋەر بېرىلگەن بالىنىڭ ئىسمى نېمە؟
tpl,t1c0ravy,كيف ردّ الله على استغراب زكريا؟,How did Allah respond to Zakariyya's astonishment?,زکریا علیہ السلام کی حیرانی پر اللہ نے کیا جواب دیا؟,"Allah, Zekeriyya'nın şaşkınlığına nasıl karşılık verdi?",ئاللاھ زەكەرىيانىڭ ھەيرانلىقىغا قانداق جاۋاب بەردى؟
tpl,t1lbz9ki,ما جزاء المتقين كما وصفته السورة؟,What is the reward of the God-fearing as described in the surah?,سورت میں بیان کردہ متقین کا صلہ کیا ہے؟,Surede tarif edildiği gibi takva sahiplerinin mükâfatı nedir?,سۈرىدە بايان قىلىنغان تەقۋادارلارنىڭ مۇكاپاتى نېمە؟
tpl,tjcx35p,لماذا لا يملك أحد الكلام يوم القيامة إلا بإذن الله؟,Why can no one speak on the Day of Judgment except by Allah's permission?,قیامت کے دن اللہ کی اجازت کے بغیر کسی کو بولنے کا اختیار کیوں نہیں ہوگا؟,"Kıyamet Günü, Allah'ın izni olmadan neden kimse konuşamaz?",قىيامەت كۈنى نېمىشقا ئاللاھنىڭ ئىزنىسىز ھېچكىم سۆزلىيەلمەيدۇ؟
tpl,t1060p5i,بم دعا موسى فرعون؟,What did Musa call Pharaoh to?,موسیٰ علیہ السلام نے فرعون کو کس چیز کی دعوت دی؟,"Musa, Firavun'u neye davet etti?",مۇسا پىرئەۋننى نېمىگە دەۋەت قىلدى؟
tpl,ti1hh15,ما جزاء من خاف مقام ربه ونهى نفسه عن الهوى؟,What is the reward of one who feared standing before his Lord and restrained his soul from desire?,جو اپنے رب کے سامنے کھڑے ہونے سے ڈرا اور نفس کو خواہش سے روکا، اس کا صلہ کیا ہے؟,Rabbinin huzurunda durmaktan korkup nefsini hevadan alıkoyanın mükâfatı nedir?,پەرۋەردىگارىنىڭ ئالدىدا تۇرۇشتىن قورقۇپ، نەپسىنى ھەۋەستىن توسقۇچىنىڭ مۇكاپاتى نېمە؟
tpl,t6sueti,ماذا نتعلم من عتاب الله للنبي في هذه القصة؟,What do we learn from Allah's reproach of the Prophet in this story?,اس واقعے میں اللہ کی نبی صلی اللہ علیہ وسلم کو تنبیہ سے ہم کیا سیکھتے ہیں؟,Bu kıssada Allah'ın Peygamber'i uyarmasından ne öğreniriz?,بۇ قىسسىدە ئاللاھنىڭ پەيغەمبەرگە بەرگەن تەنبىھىدىن نېمە ئۆگىنىمىز؟
tpl,t1w1sa3y,صف حال الوجوه التي عليها غبرة يوم القيامة,Describe the state of the faces covered with dust on the Day of Judgment,قیامت کے دن گرد آلود چہروں کی حالت بیان کریں,Kıyamet Günü üzerinde toz olan yüzlerin halini anlat,قىيامەت كۈنى چاڭ-توزان بېسىلغان چىرايلارنىڭ ھالىنى بايان قىلىڭ
tpl,t1tl1ryh,ما معنى (سجّين) و(عليّون)؟,What is the meaning of (سجّين) and (عليّون)?,(سجّين) اور (عليّون) کا کیا مطلب ہے؟,(سجّين) ve (عليّون) ne anlama gelir?,(سجّين) ۋە (عليّون) نىڭ مەنىسى نېمە؟
tpl,tyw1j6l,ماذا يحدث للمؤمنين والكفار يوم القيامة (من يضحك على من)؟,What happens to the believers and disbelievers on the Day of Judgment (who laughs at whom)?,قیامت کے دن مومنوں اور کافروں کے ساتھ کیا ہوگا (کون کس پر ہنسے گا)؟,Kıyamet Günü müminlere ve kâfirlere ne olur (kim kime güler)?,قىيامەت كۈنى مۆمىنلەر ۋە كاپىرلارغا نېمە بولىدۇ (كىم كىمگە كۈلىدۇ)؟
tpl,t1aam96u,صف حال من يأخذ كتابه بيمينه,Describe the state of one who receives his record in his right hand,جو اپنا نامہ اعمال دائیں ہاتھ میں لے، اس کی حالت بیان کریں,Kitabını sağ eline alanın halini anlat,دەپتىرىنى ئوڭ قولىغا ئالغۇچىنىڭ ھالىنى بايان قىلىڭ
tpl,twsnry9,كيف يكون حساب من أوتي كتابه بيمينه؟,How will the reckoning be for one given his record in his right hand?,جسے نامہ اعمال دائیں ہاتھ میں دیا جائے، اس کا حساب کیسا ہوگا؟,Kitabı sağından verilenin hesabı nasıl olur?,دەپتىرى ئوڭ تەرىپىدىن بېرىلگۈچىنىڭ ھېسابى قانداق بولىدۇ؟
